Title;Labels;Description;Assignee
A.02.IR04.extended.capabilities.node;type:ED,sev:Minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Prerequisite: Test case A.03.IR05.schema.validation is a prerequisite to this test case, as it tests whether the GetCapabilities document can be retrieved and whether it is valid according to the WMS Capabilities schema. 
# Proposed Change
Add A.03.IR05.schema.validation as a prerequisite.";emidiostani
A.03.IR05.schema.validation;type:CT,sev:Critical,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Validation of the Capabilities document to the WMS schema alone (so to http://schemas.opengis.net/wms/1.3.0/capabilities_1_3_0.xsd and without the INSPIRE schema http://inspire.ec.europa.eu/schemas/inspire_vs/1.0/inspire_vs.xsd  means that an implementation with INSPIRE ExtendedCapabilities will by definition fail the validation test. Because the ExtendedCapabilities element is not declared in the WMS schema. The schema  http://inspire.ec.europa.eu/schemas/inspire_vs/1.0/inspire_vs.xsd includes the required WMS schema.
# Proposed Change
Change the schema for validation to:  http://inspire.ec.europa.eu/schemas/inspire_vs/1.0/inspire_vs.xsd ";emidiostani
A.03.IR05.schema.validation;type:CT,sev:Critical,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Validation of the Capabilities document to the WMS schema alone (so to http://schemas.opengis.net/wms/1.3.0/capabilities_1_3_0.xsd and without the INSPIRE schema http://inspire.ec.europa.eu/schemas/inspire_vs/1.0/inspire_vs.xsd  means that an implementation with INSPIRE ExtendedCapabilities will by definition fail the validation test. Because the ExtendedCapabilities element is not declared in the WMS schema. The schema  http://inspire.ec.europa.eu/schemas/inspire_vs/1.0/inspire_vs.xsd includes the required WMS schema.
# Proposed Change
Change the schema for validation to:  http://inspire.ec.europa.eu/schemas/inspire_vs/1.0/inspire_vs.xsd ";emidiostani
A.03.IR05.schema.validation;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Coverage: The IR05 seems to require testing in the first place whether the Capabilities document can be retrieved using valid HTTP request parameters. This requires that the GetCapabilities request should be tested without specifying a language parameter (default language) and also for all LANGUAGE parameters that the service provides. 
Furthermore, the test should only succeed if the Capabilities document does not contain an exception (i.e. the response can be valid against the WMS Capabilities schema when containing an exception).
# Proposed Change
First, the test should retrieve the Capabilities document using the default language (without language parameter). 
Different outcomes are possible:
- HTTP error (e.g.4XX or 5XX) response: the test fails;
- HTTP 200 response, but with service exception document: the test fails;
- HTTP 200 response with capabilities document that validates against the ISO 19128 schema: the test succeeds. 
Second, the GetCapabilities request should be repeated for all supported languages.  (>> update: this is done in test A.40)
- HTTP 4XX response: the test fails;
- HTTP 200 response, but with service exception document: the test fails;
- HTTP 200 response with capabilities document that validates against the ISO 19128 schema: the test succeeds if the language is current. ";emidiostani
A.04.IR06.metadataURL.node;type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
'If no metadata URL is given then all mandatory ISO 19128 metadata elements must exist in the ExtendedCapabilities section.'
It seems wrong to expect the ISO 19128 elements in the Extended element.
The mandatory ISO 19128 metadata elements must be provided, regardless whether or not there is a <metadataURL> link.
The check for the mandatory ISO 19128 metadata elements is also covered by test cases A10, A11, A14, A19, A20, A21.
# Proposed Change
The mandatory ISO 19128 elements are in the <wms:Capabilities> (<service>) elements not in the <extendedCapabilities> elmement.
Remove the condition 'if no metadata URL is given…'.
Consider merging the check for the mandatory ISO 19128 metadata elements with test cases A10, A11, A14, A19, A20, A21.";emidiostani
A.05.IR07.extended.capabilities.elements.node;type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
'If no metadata URL is given then all mandatory ISO 19128 metadata elements must exist in the ExtendedCapabilities section.'
It seems wrong to expect the ISO 19128 elements in the Extended element.
# Proposed Change
The mandatory ISO 19128 elements are in the <wms:Capabilities> (<service>) elements not in the <extendedCapabilities> elmement.";emidiostani
A.05.IR07.extended.capabilities.elements.node;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The reference to 'ISO 19128 metadata elements' is a 404. It is unclear what the 'ISO 19128 metadata elements' are.
# Proposed Change
Update reference to unambiguously identify the metadata elements for which test assertions are needed.";emidiostani
A.05.IR07.extended.capabilities.elements.node;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Conditional test: This test case should only fail in case of 'scenario 2' only. This means that the test case should also test for the absence of a <metadataURL> element.

# Proposed Change
It may be better to merge test cases A.04, A.05, and A.07-A.024. There are dependencies in the outcomes of these test cases. 
The following situations are possible:
- scenario 1 only (only a <metadataURL> field): the test case should check whether all mandatory ISO19128 elements exist ánd if the referred metadata record can be retrieved and meets the INSPIRE metadata requirements;
- Scenario 2 only (no <metadataURL> element): the test case should check whether all mandatory ISO19128 elements exist. Additionally, it should check whether are requirement INSPIRE metadata elements are valid;
- Scenario 1 and 2 (both a <metadataURL>: the test case should check whether all mandatory ISO19128 elements exist. Additionally, it should check whether are requirement INSPIRE metadata elements are valid ánd if the referred metadata record can be retrieved and meets the INSPIRE metadata requirements. ";emidiostani
A.06.IR08.language.node;type:ED,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The purpose of the test is wrong (copy-paste error). It does not refer to IR08.
# Proposed Change
Update the purpose, with the normative statement for IR08.";emidiostani
A.07.IR10.title.abstract;type:CT,type:CR,sev:critical,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Coverage: This test case does not fully tests the IR10 requirement: 'An INSPIRE View service shall contain the INSPIRE metadata elements set out in the Metadata Regulation [INS MD] as shown in Table 3.'
# Proposed Change
Change the test or change the requirement only to cover keyword.
It may be better to merge this test case with A.04, A05, A07, and A11-A21.";emidiostani
A.08.IR11.resource.type.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test case only needs to be executed in the context of 'scenario 2'.  Prerequisites should reference other test cases in the same ATS or a conformance class, not introduce additional assertions. 
# Proposed Change
Move assertions to the test methods. In particular, incorporate this 'precondition' into the test method. Alternatively, it may be better to merge test cases A.04, A.05, and A.07-A.024.";emidiostani
A.09.IR12.resource.locator.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test case only needs to be executed in the context of 'scenario 2'. Prerequisites should reference other test cases in the same ATS or a conformance class, not introduce additional assertions.
# Proposed Change
Incorporate this 'precondition' into the test method. Alternatively, it may be better to merge test cases A.04, A.05, and A.07-A.024.";emidiostani
A.10.IR13.coupled.resource.node;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Ambiguity: 'is a valid link' – how will this be unambiguously assessed? Based on the HTTP GET Response?
Also, this is a duplicate of A.11.IR14
Open issue: The TGs are likely to be changed, see issue  MIWP-8_(M)_Coupled_resources.

# Proposed Change
Option 1: merge test case with A.10.IR13.
Option 2: split the test method over the two test cases.";emidiostani
A.10.IR13.coupled.resource.node;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Test Method is inaccurate.
It does not say that the resource referenced by the MetadataURL must be accessed and its response analysed.
It does not consider, either,  that multiple MetadataURL elements can be present, some pointing html resources, other to xml ones.
";emidiostani
A.10.IR13.coupled.resource.node;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Test Method is inaccurate.
It does not say that the resource referenced by the MetadataURL must be accessed and its response analysed.
It does not consider, either,  that multiple MetadataURL elements can be present, some pointing html resources, other to xml ones.
";emidiostani
A.11.IR14.metadata.record.node;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test case duplicates A.10.IR13.coupled.resource.node. 

# Proposed Change
Option 1: merge test case with A.10.IR13.
Option 2: split the test method over the two test cases.";emidiostani
A.12.IR15.spatialdataservicetype.node;type:,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test case only needs to be executed in the context of 'scenario 2'. Prerequisites should reference other test cases in the same ATS or a conformance class, not introduce additional assertions. I.e. What should the test result be in case of 'scenario 1' (skipped, not-applicable, etc-)?
# Proposed Change
Incorporate this 'precondition' into the test method. Alternatively, it may be better to merge test cases A.04, A.05, and A.07-A.024.";emidiostani
A.13.IR18.keywords.node;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Overlap with A.39.IR16, which already checks for '/inspire_common:MandatoryKeyword'

Testability: if it is optional to define additional keywords (/inspire_common:Keyword) on top of /inspire_common:MandatoryKeyword, then this test would fail if no additional keywords are provided.

This test case only needs to be executed in the context of 'scenario 2'.
# Proposed Change
Consider merging with A.39.IR16";emidiostani
A.15.IR20.dates.node;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test case only needs to be executed in the context of 'scenario 2'. What should the test result be in case of 'scenario 1' (skipped, not-applicable, etc-)?
# Proposed Change
Rewrite the test method and provide clear instructions on the test outcome.";emidiostani
A.16.IR21.temporal.reference.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Ambiguity: This testcase as written now is already covered by test case A.15.IR20. It seems that this test case should be about the temporal extent (as a period).  
Also, as it is no, it is not clear under which conditions this test case fails. 
This test case only needs to be executed in the context of 'scenario 2'.
# Proposed Change
Merge with test case A.15.IR20 and clarify in which cases (creation date, publication data, date of last revision, temporal extent) the test should fail. Please note that the combination of the requirements from the INSPIRE Metadata IR and ISO19115 make that the presence of temporal extent does not affect the outcome of the test.

NB: also in IR21, the word temporal extent should be added (as it is implied).";emidiostani
A.17.IR22.conformity.deegree.node;type:ED,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Note: in TG Requirement Coverage table (req# 22), the link to this test case returns a 404 error.
This test case seems to only fail if the degree of conformity is not mentioned. Perhaps it should also fail if there is no conformity node (which is checked in A.18.IR23.conformity.node).

This test case only needs to be executed in the context of 'scenario 2'.
# Proposed Change
Update link in TG Requirement Coverage table.

Consider merging this test case with A.18.IR23.conformity.node.";emidiostani
A.18.IR23.conformity.node;type:,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Some tags were dropped from the purpose description. 

This test case only needs to be executed in the context of 'scenario 2'.
# Proposed Change
Add the tags back to the purpose description.";emidiostani
A.19.IR24.fees.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
As 'conditions applying to access and use' are mandatory according to the INSPIRE Metadata IR, the test should fail when the wms:fees element is not present. 
# Proposed Change
Update the test method accordingly.";emidiostani
A.20.IR25.contactpersonprimary.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Currently the test only considers whether a wms:ContactPersonPrimary node exists in the wms:ContactInformation section.
However, the requirement states that also a wms:ContactOrganization node should be present within wms:ContactPersonPrimary
# Proposed Change
Update test method to reflect the testing of the following structure:
/WMS_Capabilities/Service/ContactInformation
/WMS_Capabilities/Service/ContactInformation/ContactPersonPrimary
/WMS_Capabilities/Service/ContactInformation/ContactPersonPrimary/ContactOrganization

";emidiostani
A.22.IR27.IR28.metadata.pointofcontact.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test case only needs to be executed in the context of 'scenario 2'. 
# Proposed Change
Incorporate this 'precondition' into the test case. Alternatively, it may be better to merge test cases A.04, A.05, and A.07-A.024.";emidiostani
A.24.IR29.metadata.date.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
This test case only needs to be executed in the context of 'scenario 2'. 
# Proposed Change
Incorporate this 'precondition' into the test case. Alternatively, it may be better to merge test cases A.04, A.05, and A.07-A.024.";emidiostani
A.26.IR31.getmap.format.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Like for the WMTS test case, the test could also check whether the returned image is indeed encoded in the requested format.
# Proposed Change
Add: 'Make a GetTile request for the layer using a maximum allowed bounding box and either ""image/png"" or ""image/gif"" format and check that the returned image is encoded in the requested format.'";emidiostani
A.31.IR36.layer.bbox.node;type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test method does not explain how to determine 'all supported CRS' to test against. 
# Proposed Change
Clarify that this is based on the wms:CRS elements.";emidiostani
A.32.IR38.layer.identifier.node;type:ED,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Since IR38 is split into two test cases, the test purpose should be updated to reflect this. 

# Proposed Change
The test case should probably test whether all authority attributes of Identifier elements have corresponding AutorityURL elements with that name.";emidiostani
A.32.IR38.layer.identifier.node;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The identifiers found here, together with the information in authorityURL, shall match the information found from MetadataURL.
";emidiostani
A.32.IR38.layer.identifier.node;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The identifiers found here, together with the information in authorityURL, shall match the information found from MetadataURL.
";emidiostani
A.33.IR38.authority.url.node;type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Note: in TG Requirement Coverage table (req# 38), the link to this test case returns a 404 error.
More importantly, it is not clear why there should be a AuthorityURL node in each layer. IR38 suggests that this can be defined only once. The example in the TGs also has this element only once… and has multiple layers.

Also, the test purpose is that of IR37 instead of 38.
# Proposed Change
Update the purpose. Alternatively, consider merging test cases A.32 and A.33.
";emidiostani
A.33.IR38.authority.url.node;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test does not specify which information inside AutorityURL actually represents the namespace:
-<AuthorityURL name=""MAGRAMA"">
<OnlineResource xlink:href=""http://www.magrama.gob.es"" xlink:type=""simple"" />
</AuthorityURL>
";emidiostani
A.33.IR38.authority.url.node;type:,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The test does not specify which information inside AutorityURL actually represents the namespace:
-<AuthorityURL name=""MAGRAMA"">
<OnlineResource xlink:href=""http://www.magrama.gob.es"" xlink:type=""simple"" />
</AuthorityURL>
";emidiostani
A.35.IR39.harmonized.layer.name;type:GE,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Overlap with A.10 with regard to the testing of the HREF attribute.
";emidiostani
A.35.IR39.harmonized.layer.name;type:GE,sev:,ms:AT,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
How to deal with the problem that a layer name has to be unique in a WMS (at least Geoserver). E.g. for Statistical Units there are 2 layer names (SU.VectorStatisticalUnit, SU.StatisticalGridCell) but multiple datasets (like Grids in various sizes) have to be displayed.
# Proposed Change
The use and usefulness of harmonized layer names has to be discussed further.";emidiostani
A.35.IR39.harmonized.layer.name;type:ED,sev:Minor,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
A typo. The 'test method' section and the Notes section refer to 'WMTS layers'. This must be 'WMS layers'.
# Proposed Change
Change WMTS to WMS";emidiostani
A.35.IR39.harmonized.layer.name;type:ED,sev:Minor,ms:NL,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
A typo. The 'test method' section and the Notes section refer to 'WMTS layers'. This must be 'WMS layers'.
# Proposed Change
Change WMTS to WMS";emidiostani
A.36.IR40.etrs89;type:GE,sev:medium,ms:DE,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
What about the INSPIRE relevant CRS (EPSG 4258, 3034)? Should they be mentioned here as well?
# Proposed Change
Add the INSPIRE CRS applicable for WMS  ";emidiostani
A.36.IR40.etrs89.itrs.crs;type:GE,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Testability: refer to note in test case: 'will not be complete without a machine-readable ""whitelist"" register of the acceptable CRSes with their CRS identifiers and commonly used aliases'
";emidiostani
A.39.IR16.spatial.data.service.keyword.embedded.metadata;type:,sev:,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Test case already includes a test for this. 
This test case only needs to be executed in the context of 'scenario 2'. 
# Proposed Change
Consider merging with A.13.IR18.keywords.node.";emidiostani
IR01;type:CR,sev:Medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Implementation requirement 1 is too general to be tested. 
# Proposed Change
As it is intended for scoping the technical guidance, it may be better to remove this as an explicit requirement from the document.";emidiostani
IR02, IR03;type:CT,sev:Medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
These requirements for compliance with the 'basic WMS' conformance class should perhaps be included as an explicit abstract test case.
# Proposed Change
Add this as a test case with reference to an explicit external conformance class 'OGC WMS 1.3.0. Basic WMS Server'.";emidiostani
IR02, IR03;type:CT,sev:Medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The requirements related to conformance with the WMS standard are not represented in the ATS.
# Proposed Change
The ATS should reference the OGC WMS conformance class(es) that are a dependency (but not reference individual WMS tests). With a view to ETSs for those, in general, the tests for WMS 1.3.0 should be provided by OGC CITE (which would require the WMS 1.3.0 tests to be amended to be independent of any test dataset).";emidiostani
IR04;type:CR,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
'The extended capabilities section shall be used to fully comply with the INSPIRE View Service metadata requirements (see section 4.2.3.3.1).'
This sentence is just about scoping, as the metadata requirement is covered by IR10.
# Proposed Change
It may be better to remove this statement from the requirement. ";emidiostani
IR06;type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
'Mandatory ISO 19128 – WMS 1.3.0 metadata elements shall be mapped to INSPIRE metadata elements to implement a consistent interface.'
This statement is redundant to IR10. 
# Proposed Change
It may be better to remove this statement from IR06, as it is already covered in IR10.";emidiostani
IR07;type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
'It is mandatory to use the mapping provided in this Technical Guideline (described in Section 4.2.3.3.1.1 to 4.2.3.3.1.16. INSPIRE metadata elements that cannot be mapped to available [ISO 19128] – WMS1.3.0 elements are implemented as Extended Capabilities.'
This statement is redundant to IR10.
# Proposed Change
Remove this statement from IR07, as it is already covered in IR10.";emidiostani
IR07;type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
'Metadata are published through a service's capabilities document and can be harvested by an INSPIRE Discovery service.'
This sentence is almost literally repeated for IR09.
# Proposed Change
This sentence can be removed from IR07 as it is covered by IR09.";emidiostani
IR17;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Coverage: There is no test case for IR17. However, it is not clear why this requirement is not testable. Is this because the test result would always succeed, irrespective of whether or not there is a wms:KeywordList with wms:Keywords?
";emidiostani
IR37 (missing test case);type:CT,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
It is not clear why this requirement cannot be tested. 
It seems that this requirement refers to the inclusion of a unique resource identifier in an external metadata record (scenario 1 – metadata record as online resource). 
# Proposed Change
Clarify whether this test should be added, it could also be covered by a more general test case that retrieves the metadata record and checks whether resource identifiers are present.";emidiostani
IR49 (missing);type:CT,sev:Medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
It is not clear why IR49 on category layer MetadataURL cannot be tested. 
";emidiostani
IR50-IR59;type:CT,sev:Medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
These requirements for conformance with the WMS standard should perhaps be included as explicit abstract test cases that make reference to the corresponding OGC ATSs.
# Proposed Change
Add explicit abstract test cases for these requirements with reference to the corresponding OGC ATSs.";emidiostani
missing for IR09;type:CT,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
It is claimed that this requirement is not testable. This seems wrong.

# Proposed Change
It seems that this could be testable in both scenarios:
- scenario 1: Retrieve the URL to the Discovery service from <metadataURL>. Verify if the metadata record exists and is valid. 
- scenario 2: The ATS could require an optional test run parameter to indicate the corresponding discovery service. A query could check whether there is indeed a corresponding metadata record in the discovery service.";emidiostani
If MetadataURL is specified in the Extended Capabi...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
If MetadataURL is specified in the Extended Capabilities some elements  (like the resource title, abstract, keywords) will be mapped twice: once in the standard capabilities elements and once in the linked metadata document.
There is no guidance about this.
";emidiostani
When the resource referenced by a MetadataURL elem...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
When the resource referenced by a MetadataURL element (in the Extended Capabilities or in the layer element) is accessed, the response that comes back is usually wrapped inside a GetRecordById.
However, according to the OGC WMS 1.3.0 specifications, it can be just the metadata file.
If this is allowed, it should be explained.
";emidiostani
The Prerequisites contain  the following sentences...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Prerequisites contain  the following sentences, the meaning of which is really not clear:

Test for the existence of default element namespace.
Test for the existence of the namespaces for INSPIRE View Services inspire_vs and inspire_common.

";emidiostani
If MetadataURL is specified in the Extended Capabi...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
If MetadataURL is specified in the Extended Capabilities some elements  (like the resource title, abstract, keywords) will be mapped twice: once in the standard capabilities elements and once in the linked metadata document.
There is no guidance about this.
";emidiostani
When the resource referenced by a MetadataURL elem...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
When the resource referenced by a MetadataURL element (in the Extended Capabilities or in the layer element) is accessed, the response that comes back is usually wrapped inside a GetRecordById.
However, according to the OGC WMS 1.3.0 specifications, it can be just the metadata file.
If this is allowed, it should be explained.
";emidiostani
The Prerequisites contain  the following sentences...;type:GE,sev:,ms:JRC,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The Prerequisites contain  the following sentences, the meaning of which is really not clear:

Test for the existence of default element namespace.
Test for the existence of the namespaces for INSPIRE View Services inspire_vs and inspire_common.

";emidiostani
Explicit references to the implementation requirem...;type:ED,sev:minor,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Explicit references to the implementation requirements are missing (although it can be sometimes derived from the name of the test case).
# Proposed Change
Add a reference to the implementation requirement.";emidiostani
Prerequisites should reference other test cases in...;type:GE,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Prerequisites should reference other test cases in the same ATS or a conformance class, not introduce additional assertions.
# Proposed Change
Move assertions to the test methods.";emidiostani
Link to specific test case is missing for prerequi...;type:GE,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Link to specific test case is missing for prerequisites
# Proposed Change
Update prerequisites with specific reference tests";emidiostani
A.01.IR77.language.param;type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
The meaning of 'RESTful or procedure oriented' could be clarified.
";emidiostani
A.02.IR79.layer.metadata.ref;type:GE,type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Ambiguity:  What is 'a valid WMTS 1.0.0 ServiceMetadata document'? Is it a WMTS 1.0.0 Capabilities document that is schema valid?
Notes: First sentence in 'purpose' section: a unambiguous -> an unambiguous 
";emidiostani
A.03.IR82.image.format;type:ED,sev:medium,ms:ARENA,status:confirmed;"*This issue has been extracted from the issue list on:https://ies-svn.jrc.ec.europa.eu/issues/2685*
# Comment
Reference refers to Chapter 5.2.3.3.2.2, while the correct chapter would be Chapter 4.2.3.3.2.2
# Proposed Change
Update reference to TG VS Chapter 4.2.3.3.2.2";emidiostani
